plaza,cantidad_plazas,remuneracion_min,remuneracion_max
DIRECTOR GENERAL DE INTELIGENCIA GUBERNAMENTAL,1,"73,783","73,783"
DIRECTOR GENERAL DE INTELIGENCIA POLITICA CRIMINAL Y PREVENCION DEL DELITO,1,"73,783","73,783"
DIRECTOR GENERAL DE LA ACADEMIA,1,"66,733","66,733"
DIRECTOR GENERAL DE LA AGENCIA DE PROYECTOS ESTRATEGICOS,1,"90,438","90,438"
DIRECTOR GENERAL DE LA POLICIA DE INVESTIGACION,1,"66,733","66,733"
DIRECTOR GENERAL DE LICITACION Y CONTRATACION,1,"73,783","73,783"
DIRECTOR GENERAL DE LIQUIDACION DE ENTIDADES PARAESTATALES,1,"73,783","73,783"
DIRECTOR GENERAL DE MECANISMOS ALTERNATIVOS DE SOLUCION DE CONFLICTOS,1,"73,783","73,783"
DIRECTOR GENERAL DE NUEVAS TECNOLOGIAS,1,"73,783","73,783"
DIRECTOR GENERAL DE OPERACION,1,"90,438","90,438"
DIRECTOR GENERAL DE PARTICIPACION CIUDADANA,1,"90,438","90,438"
DIRECTOR GENERAL DE PERSONAL,2,"65,679","69,445"
DIRECTOR GENERAL DE PLANEACION,1,"84,998","84,998"
DIRECTOR GENERAL DE PLANEACION TECNOLOGICA,1,"73,783","73,783"
DIRECTOR GENERAL DE PLANEACION Y DESARROLLO DE PRODUCTOS TURISTICOS,1,"66,873","66,873"
DIRECTOR GENERAL DE PLANEACION Y EVALUACION PARTICIPATIVA,1,"73,783","73,783"
DIRECTOR GENERAL DE PLANEACION Y EVALUACION SECTORIAL,1,"90,438","90,438"
DIRECTOR GENERAL DE PLANEACION Y PROFESIONALIZACION,1,"66,873","66,873"
DIRECTOR GENERAL DE PREVENCION Y PROMOCION DE LA SALUD,1,"90,438","90,438"
DIRECTOR GENERAL DE PREVENCION Y REINSERCION SOCIAL,1,"66,733","66,733"
DIRECTOR GENERAL DE PREVENSION DEL DELITO,1,"73,783","73,783"
DIRECTOR GENERAL DE PREVISION SOCIAL,1,"66,873","66,873"
DIRECTOR GENERAL DE PROGRAMACION PRESUPUESTO Y EVALUACION DEL GASTO PUBLICO,1,"90,438","90,438"
DIRECTOR GENERAL DE PROGRAMAS ESTRATEGICOS,1,"84,998","84,998"
DIRECTOR GENERAL DE PROMOCION TURISTICA,1,"66,873","66,873"
DIRECTOR GENERAL DE PROMOCION Y SEGUIMIENTO AL COMBATE A LA CORRUPCION,1,"58,645","58,645"
DIRECTOR GENERAL DE PROYECTOS DE INGENIERIA,1,"73,783","73,783"
DIRECTOR GENERAL DE PROYECTOS ESPECIALES,1,"73,783","73,783"
DIRECTOR GENERAL DE PROYECTOS ESTRATEGICOS,1,"73,783","73,783"
DIRECTOR GENERAL DE REGIONES,1,"90,438","90,438"
DIRECTOR GENERAL DE REINGENIERIA ADMINISTRATIVA,1,"90,438","90,438"
DIRECTOR GENERAL DE RELACIONES CON ENTIDADES FEDERATIVAS Y LA CONAGO B,1,"90,438","90,438"
DIRECTOR GENERAL DE RELACIONES CON LOS PODERES FEDERALES Y ORGANOS CONSTITUCIONALES AUT,1,"90,438","90,438"
DIRECTOR GENERAL DE SALUD MUNICIPAL,1,"73,783","73,783"
DIRECTOR GENERAL DE SEGUIMIENTO A PROCESOS,1,"96,742","96,742"
DIRECTOR GENERAL DE SEGURIDAD VIAL,1,"66,873","66,873"
DIRECTOR GENERAL DE SUPERVISION AL TRANSPORTE PUBLICO,1,"50,390","50,390"
DIRECTOR GENERAL DE TECNOLOGIAS DE LA INFORMACION,1,"82,120","82,120"
DIRECTOR GENERAL DE TRANSPORTE ESCOLAR,1,"50,390","50,390"
DIRECTOR GENERAL DE TRANSPORTE PUBLICO,1,"90,438","90,438"
DIRECTOR GENERAL DE TURISMO RELIGIOSO,1,"66,873","66,873"
DIRECTOR GENERAL DE VERIFICACION Y CONTROL DE OBRA,1,"58,645","58,645"
DIRECTOR GENERAL DE VINCULACION,3,"47,094","73,783"
DIRECTOR GENERAL DE VINCULACIÓN,1,"47,106","47,106"
DIRECTOR GENERAL DE VISITADURIA,1,"58,645","58,645"
DIRECTOR GENERAL DE ZONA NORTE,1,"84,285","84,285"
DIRECTOR GENERAL DE ZONA SUR,1,"84,285","84,285"
DIRECTOR GENERAL DEL CENTRO DE PREVENCION,1,"58,645","58,645"
DIRECTOR GENERAL DEL CENTRO DE REUNION Y ATENCION PARA MUJERES,1,"107,669","107,669"
DIRECTOR GENERAL DEL REGISTRO CIVIL DEL ESTADO,1,"73,783","73,783"
DIRECTOR GENERAL DEL REGISTRO PUBLICO DE LA PROPIEDAD Y DEL COMERCIO,1,"73,783","73,783"
DIRECTOR GENERAL DEL SERVICIO NACIONAL DEL EMPLEO JALISCO,1,"90,438","90,438"
DIRECTOR GENERAL DEL TRABAJO,1,"73,783","73,783"
DIRECTOR GENERAL EN DELITOS CONTRA LAS MUJERES DELITOS EN RAZON DE GENERO Y TRATA DE PERSO,1,"84,285","84,285"
DIRECTOR GENERAL EN INVESTIGACION ESPECIALIZADA,1,"96,742","96,742"
DIRECTOR GENERAL JURIDICA,1,"73,783","73,783"
DIRECTOR GENERAL JURIDICO DE ADMINISTRACION,1,"90,438","90,438"
DIRECTOR GENERAL JURIDICO DE INFRAESTRUCTURA,1,"66,873","66,873"
DIRECTOR GENERAL JURIDICO DE LA CONSEJERIA JURIDICA,1,"90,438","90,438"
DIRECTOR GENERAL JURIDICO DE LA CONTRALORIA,1,"66,873","66,873"
DIRECTOR GENERAL JURIDICO DE LA FISCALIA ESTATAL,1,"73,783","73,783"
DIRECTOR GENERAL JURIDICO DE LA SECRETARIA DEL TRANSPORTE,1,"90,438","90,438"
DIRECTOR GENERAL JURIDICO DE SEDECO,1,"73,783","73,783"
DIRECTOR GENERAL JURIDICO H,1,"73,783","73,783"
DIRECTOR GENERAL NIVEL 22,8,"34,487","42,219"
DIRECTOR GENERAL RED JALISCO,1,"73,783","73,783"
DIRECTOR GRAL DEL CTRO ESTATAL DE EVAL Y CONTROL DE CONF,1,"58,645","58,645"
DIRECTOR JURIDICO B,2,"50,390","50,390"
DIRECTOR JURIDICO CONSULTIVO,1,"60,901","60,901"
DIRECTOR JURIDICO CONTENCIOSO,2,"54,516","58,645"
DIRECTOR JURIDICO DE LA COORDINACION GENERAL ESTRATEGICA DE CRECIMIENTO Y DESARROLLO ECO,1,"58,645","58,645"
DIRECTOR JURIDICO DE TURISMO,1,"36,155","36,155"
DIRECTOR JURIDICO DEL SISTEMA PENITENCIARIO,1,"36,155","36,155"
DIRECTOR JURIDICO ESPECIALIZADO,1,"38,852","38,852"
DIRECTOR JURIDICO Y DE PROCEDIMIENTOS AMBIENTALES,1,"50,390","50,390"
DIRECTOR JURIDICO Y DE TRANSPARENCIA,1,"50,390","50,390"
DIRECTOR JURIDICO Y DE TRANSPARENCIA A,1,"58,645","58,645"
DIRECTOR MAESTRO DE TELESECUNDARIA FORANEO.,175,"25,632","85,194"
DIRECTOR OPERATIVO,1,"58,645","58,645"
DIRECTOR OPERATIVO DE GESTION,1,"42,130","42,130"
DIRECTOR OPERATIVO DEL DESPACHO,1,"42,219","42,219"
DIRECTOR PARA CENTRO DE DESARROLLO INFANTIL,5,"15,483","15,483"
DIRECTOR PARA LA EQUIDAD Y PREVENCION DE LA VIOLENCIA,1,"39,023","39,023"
DIRECTOR TITULAR DE LA BANDA DE MUSICA DEL ESTADO,1,"22,453","22,453"
DIRECTOR VIAL METROPOLITANO,1,"36,323","36,323"
DIRECTOR VINCULACION Y GIRAS,1,"73,783","73,783"
DIRECTORA DE ATENCION AL REZAGO EDUCATIVO,2,"30,883","39,023"
"DIRECTORA DE AUDITORIA ""A""",1,"34,487","34,487"
DIRECTORA DE COORDINACIÓN DE CARRERA MAGISTERIAL.,2,"38,208","47,094"
DIRECTORA DE JARDIN DE NINOS,501,"10,729","14,139"
DIRECTORA DE JARDIN DE NINOS FORANEA.,943,"10,836","55,727"
DIRECTORA GENERAL DE ASUNTOS JURÍDICOS.,1,"52,580","52,580"
DIRECTORA GESTION Y EVALUACION DE PROFESIONALES DE LA EDUCAC,1,"30,883","30,883"
DIRECTORA PARA CENTROS DE DESARROLLO INFANTIL.,8,"15,794","46,486"
DISEÑADOR,4,"10,750","14,332"
DISEÑADOR E,1,"22,453","22,453"
DISEÑADOR F,1,"25,078","25,078"
DISEÑADOR G,1,"28,072","28,072"
DISEÑADOR GRAFICO,3,"14,812","14,812"
DISEÑADOR GRAFICO A,9,"16,725","16,725"
ECONOMO,1,"7,712","7,712"
ECONOMO (PARA USO EXCLUSIVO DE PLANTELES),5,"7,675","7,675"
EDITOR,2,"7,902","7,902"
EDUCADORA PARA CENDI,48,"11,946","11,946"
EDUCADORA PARA CENTROS DE DESARROLLO INFANTIL.,76,"11,946","43,274"
EJECUTIVO DE CUENTAS DE PAE,5,"16,725","16,725"
EJECUTOR FISCAL,22,"15,937","15,937"
ENCARGADO DE ALMACEN,5,"11,110","14,812"
ENCARGADO DE AREA A,70,"11,644","15,525"
ENCARGADO DE AREA B,66,"11,110","14,812"
ENCARGADO DE AREA C,33,"13,809","13,809"
ENCARGADO DE AREA D,1,"9,706","9,706"
ENCARGADO DE AREA E,1,"19,759","19,759"
ENCARGADO DE COMBUSTIBLES,1,"14,812","14,812"
ENCARGADO DE COMPRAS,1,"17,088","17,088"
ENCARGADO DE CONTROL DE VEHICULOS,1,"14,812","14,812"
ENCARGADO DE CUADRILLA,5,"12,942","12,942"
ENCARGADO DE INTENDENCIA,2,"12,545","12,545"
ENCARGADO DE MANTENIMIENTO CARRETERO,5,"14,812","14,812"
ENCARGADO DE MODALIDADES,3,"16,725","16,725"
ENCARGADO DE PROMOCION Y SUPERVISION,4,"16,725","16,725"
ENCARGADO DE SECCION,79,"11,644","15,525"
ENCARGADO DE SUPERVISION Y COSTOS,1,"17,088","17,088"
ENCARGADO DE VIVERO,3,"14,812","14,812"
ENCARGADO DE ZONA A,3,"16,725","16,725"
ENCARGADO DE ZONA C,1,"18,297","18,297"
ENCARGADO DE ZONA D,1,"22,453","22,453"
ENCARGADO DE ZONA F,2,"25,078","25,078"
ENCARGADO DE ZONA G,1,"28,072","28,072"
ENCARGADO DE ZONA I,1,"36,155","36,155"
ENCARGADO DEL ARCHIVO DE LA DRSE 3,1,"12,058","12,058"
ENCARGADO DEL CENTRO DE INFORMACION DOCUMENTAL,2,"15,937","15,937"
ENFERMERA,58,"7,498","13,809"
ENFERMERA B,3,"13,128","13,128"
ENFERMERA ESPECIALISTA A,1,"11,863","11,863"
ENFERMERA ESPECIALIZADA,8,"7,712","9,085"
ENFERMERA GENERAL TITULADA A,8,"10,832","10,832"
ENLACE ADMINISTRATIVO,1,"16,725","16,725"
ENLACE ADMINISTRATIVO G,2,"28,072","28,072"
ENLACE CON LIDERES DE PROYECTOS,1,"42,130","42,130"
ENLACE DE COMUNICACION,1,"10,750","10,750"
ENLACE DE COMUNICACION D,1,"12,545","12,545"
ENLACE DE PLANEACION EDUCACION,2,"58,645","58,645"
ENLACE DE TELECOMUNICACIONES,1,"38,852","38,852"
ENLACE DE TRAMOYA,1,"16,725","16,725"
ENLACE DE TRANSPARENCIA,2,"17,088","17,088"
ESPECIALISTA ADMINISTRATIVO,3,"36,155","36,155"
ESPECIALISTA B,100,"11,110","14,812"
ESPECIALISTA C,8,"14,332","14,332"
ESPECIALISTA DE PROYECTOS ESPECIALES,9,"25,078","25,078"
ESPECIALISTA DE PROYECTOS ESPECIALES A,2,"28,072","28,072"
ESPECIALISTA DE PSICOPEDAGOGIA,1,"24,533","24,533"
ESPECIALISTA DE SERVICIO NAVAL,1,"8,779","8,779"
ESPECIALISTA EDUCATIVO,135,"9,860","9,860"
ESPECIALISTA EN GESTION Y FOMENTO DE INFRAESTRUCTURA,1,"22,453","22,453"
ESPECIALISTA EN INTELIGENCIA DE MERCADOS Y EVALUACION,1,"38,852","38,852"
ESPECIALISTA EN POLITICA SALARIAL,6,"28,072","28,072"
ESPECIALISTA EN REDES Y TELECOMUNICACIONES,6,"22,453","22,453"
ESPECIALISTA EN RELACIONES LABORALES,2,"25,078","25,078"
ESPECIALISTA EN SISTEMAS,3,"25,078","25,078"
ESPECIALISTA OPERATIVO,64,"15,937","15,937"
ESPECIALISTA TECNICO,114,"8,613","8,613"
EVALUADOR DE MEDIDAS CAUTELARES,7,"15,595","15,595"
EVALUADOR EN CONTROL DE CONFIANZA,178,"19,759","19,759"
FACILITADOR DE METODOS ALTERNOS DE SOLUCION DE CONFLICTOS,62,"18,297","18,297"
FISCAL ESPECIAL EJECUTIVO DE INVESTIGACION CRIMINAL,1,"113,538","113,538"
FISCAL ESPECIAL EN DERECHOS HUMANOS,1,"96,742","96,742"
FISCAL ESPECIAL EN PERSONAS DESAPARECIDAS,1,"113,538","113,538"
FISCAL ESPECIAL REGIONAL,1,"113,538","113,538"
FISCAL ESPECIALIZADO EN COMBATE A LA CORRUPCION,1,"113,538","113,538"
FISCAL ESPECIALIZADO EN MATERIA DE DELITOS ELECTORALES,1,"96,742","96,742"
FISCAL ESTATAL,1,"137,143","137,143"
FORMADOR DE INGLES,32,"30,629","30,629"
FOTOGRAFO A,2,"15,525","15,525"
FOTOGRAFO B,4,"14,332","14,332"
FOTOGRAFO G,1,"19,759","19,759"
FOTOGRAFO Y VIDEO,1,"16,725","16,725"
GERENTE TECNICO DEL PLANETARIO Y CENTRO INTERACTIVO DE JALISCO LUNARIA,1,"42,130","42,130"
GESTOR,3,"15,937","15,937"
GESTOR PROGRAMATICO,1,"19,759","19,759"
GESTOR SOCIAL,43,"15,937","15,937"
GOBERNADOR DEL ESTADO,1,"157,885","157,885"
"GUARDIAN ""A""",16,"7,304","7,304"
HORAS DE ACOMPANANTE DE MUSICA PARA JARDIN DE NINOS FORANEO,0,384,700
HORAS DE ACOMPAÑANTE DE MUSICA PARA JARDIN DE NIÑOS,0,"3,458","3,842"
HORAS DE ADIESTRAMIENTO DE SECUNDARIAS TECNICAS PARA FORTALE,0,422,"1,664"
HORAS DE ARRAIGO MAESTRO DE TELESECUNDARIA,0,419,547
HORAS DE ASOCIADO A,0,"9,759","9,759"
HORAS DE ASOCIADO B,0,"10,134","10,134"
HORAS DE ASOCIADO C,0,"9,500","9,500"
HORAS DE AYUDANTE A FORANEO.,0,359,468
HORAS DE EDUCACION FISICA PARA FORTALECIMIENTO CURRICULAR,0,437,"1,722"
HORAS DE ENSENANZA DE ADIESTRAMIENTO DE SECUNDARIAS GENERALE,0,422,"2,185"
HORAS DE ENSENANZA DE ADIESTRAMIENTO DE SECUNDARIAS TECNICAS,0,437,"1,755"
HORAS DE ENSENANZA DE SECUNDARIA TECNICA PARA FORTALECIMIENT,0,437,"2,247"
HORAS DE ENSENANZA SECUNDARIA PARA FORTALECIMIENTO CURRICULA,0,144,"3,059"
HORAS DE ENSENANZAS ARTISTICAS Y MUSICALES DE POSTPRIMARIAS,0,437,437
HORAS DE INSTRUCTOR DE CAPACITACION PARA Y EN EL TRABAJO PA,0,437,437
HORAS DE MAESTRO DE TELESECUNDARIA FORANEO,0,437,"1,722"
HORAS DE TELESECUNDARIA PARA FORTALECIMIENTO CURRICULAR,0,437,"1,722"
HORAS DE TITULAR A,0,"23,573","23,573"
HORAS DE TITULAR B,0,"21,384","21,384"
HORAS DE TITULAR C,0,"36,768","36,768"
INGENIERO,4,"15,937","15,937"
INGENIERO DEL AREA DE INCLUSION A PERSONAS CON DISCAPACIDAD,1,"19,759","19,759"
INGENIERO EN TELECOMUNICACIONES,5,"22,453","22,453"
INSP DE ADIEST. PRIM.,1,"13,849","13,849"
INSP DE BIBLIO Y MUSEOS,1,"9,910","9,910"
INSPECTOR,40,"12,545","16,725"
INSPECTOR BILINGUE DE EDUCACION PRIMARIA INDIGENA,6,"19,797","29,416"
INSPECTOR BILINGUE DE EDUCACION PRIMARIA INDIGENA 2DA PLAZA,1,"18,633","18,633"
INSPECTOR DE EDUCACION BASICA PARA ADULTOS FORANEO,2,"5,439","10,668"
INSPECTOR DE EDUCACION FISICA,8,"28,528","28,528"
INSPECTOR DE ENSENANZAS MUSICALES PARA JARDIN DE NINOS EN EL,1,"8,582","8,582"
INSPECTOR DE ESCUELA NORMAL,1,"20,580","20,580"
INSPECTOR DE MISIONES CULTURALES MAESTRO NORMALISTA URBANO,1,"19,390","19,390"
INSPECTOR DE SECUNDARIA DT.,27,"25,454","33,219"
INSPECTOR DE SEGURIDAD PUBLICA,6,"25,078","25,078"
INSPECTOR DE ZONA DE ENSENANZA PRIMARIA,157,"19,600","25,831"
INSPECTOR DE ZONA DE ENSENANZA PRIMARIA FORANEO.,253,"19,797","63,618"
INSPECTOR DE ZONA DE ENSEÑANZA PRIMARIA FORANEO. 2DA PLAZA,241,"18,449","24,072"
INSPECTOR DE ZONA DE TELESECUNDARIA FORANEO,55,"26,914","116,782"
INSPECTOR GENERAL DE AGRUPAMIENTOS,2,"44,221","44,221"
INSPECTOR GENERAL DE CUSTODIA DE INSTALACIONES VITALES,1,"44,221","44,221"
INSPECTOR GENERAL DE LA POLICIA REGIONAL,2,"44,221","44,221"
INSPECTOR GENERAL DE RECLUSORIO PUERTO VALLARTA,1,"36,323","36,323"
INSPECTOR GENERAL DE SECTOR DE JARDIN DE NINOS,12,"21,894","28,568"
INSPECTOR GENERAL DE SECTOR DE JARDIN DE NINOS FORANEO.,22,"22,114","72,442"
INSPECTOR GENERAL DE SECTOR DE JARDIN DE NIÑOS FORANEO 2DA P,21,"20,601","26,881"
INSPECTOR GENERAL DE SECUNDARIAS TECNICAS.,25,"28,528","94,819"
INSPECTOR GENERAL DE SEGUNDA ENSENANZA FORANEO.,20,"28,528","123,789"
INSPECTOR GENERAL DEL CTRO INTEGRAL DE JUSTICIA REGIONAL,1,"40,168","40,168"
INSPECTOR GENERAL DEL CTRO INTEGRAL DE JUSTICIA REGIONAL B,9,"33,737","33,737"
INSPECTOR GENERAL DEL RECLUSORIO ZONA SUR,1,"36,323","36,323"
INSPECTOR GENERAL OPERATIVO DE LA ACADEMIA,1,"40,168","40,168"
INSPECTOR GRAL DE INTELIGENCIA TACTICA Y ESTRATEGIAS POLICIA,1,"44,221","44,221"
INSPECTOR JEFE DE SEGURIDAD PUBLICA,5,"28,072","28,072"
INSPECTOR JEFE DE VIALIDAD,8,"33,737","33,737"
INSPECTOR JEFE DEL CENTRO DE ATENCION INTEGRAL JUVENIL,1,"28,072","28,072"
INSPECTOR JEFE DEL CENTRO DE REINSERCION FEMENIL,1,"28,072","28,072"
INSPECTOR JEFE DEL CENTRO DE REINSERCION SOCIAL,1,"28,072","28,072"
INSPECTOR JEFE DEL CENTRO INTEGRAL DE JUSTICIA REGIONAL,1,"22,453","22,453"
INSPECTOR JEFE DEL CTRO DE OBSERV CLASIF Y DIAGNOSTICO,1,"28,072","28,072"
INSPECTOR JEFE DEL RECLUSORIO PUERTO VALLARTA,1,"28,072","28,072"
INSPECTOR NORMALISTA DE EDUCACION FISICA FORANEA,60,"28,528","96,710"
INSPECTORA DE JARDINES DE NINOS,109,"19,600","25,831"
INSPECTORA DE JARDINES DE NINOS FORANEA.,198,"19,797","83,011"
INSPECTORA DE JARDINES DE NIÑOS FORANEA. 2DA PLAZA,166,"18,449","24,072"
INSTRUCTOR A,2,"15,937","15,937"
INSTRUCTOR ESCOLAR,18,"1,317","9,880"
INSTRUCTOR ESCOLAR A,16,570,"7,974"
INSTRUCTOR ESCOLAR B,12,"1,394","6,969"
INSTRUCTOR EXTERNO A,7,"11,952","15,937"
INSTRUCTOR EXTERNO B,1,"15,525","15,525"
INSTRUCTOR INTERNO B,11,"14,812","14,812"
INSTRUCTOR INTERNO C,19,"10,750","14,332"
INTENDENCIA,1,"12,091","12,091"
"INTENDENTE ""A""",12,"6,587","6,587"
INTENDENTE C,1,"12,942","12,942"
INVESTIGADOR,1,"28,072","28,072"
INVESTIGADOR DE PROYECTOS ESPECIALES,13,"18,297","18,297"
INVITADOR A METODOS ALTERNOS DE SOLUCION DE CONFLICTOS,9,"14,812","14,812"
JARDINERO,2,"12,545","12,545"
JEFE,17,"32,286","32,286"
JEFE A DE UNIDAD DEPARTAMENTAL,17,"19,759","19,759"
JEFE A DE UNIDAD DEPARTAMENTAL A,3,"22,453","22,453"
JEFE A DE UNIDAD DEPARTAMENTAL C,2,"28,072","28,072"
JEFE ADMINISTRATIVO,1,"25,078","25,078"
JEFE ADMINISTRATIVO DEL TRIBUNAL,1,"28,072","28,072"
JEFE B,13,"28,072","28,072"
JEFE B DE UNIDAD DEPARTAMENTAL,38,"18,297","18,297"
JEFE B DE UNIDAD DEPARTAMENTAL C,2,"22,453","22,453"
JEFE B DE UNIDAD DEPARTAMENTAL H,1,"38,852","38,852"
JEFE C,4,"25,078","25,078"
JEFE C DE UNIDAD DEPARTAMENTAL,13,"17,088","17,088"
JEFE D,1,"36,155","36,155"
JEFE DE ACCESIBILIDAD UNIVERSAL,1,"28,072","28,072"
JEFE DE ACCESO A LA INFORMACION,1,"18,297","18,297"
JEFE DE ACCESO A LA INFORMACION DE LA CONTRALORIA,1,"19,759","19,759"
JEFE DE ACCESO A LA INFORMACION DE LA COORDINACION DE GABINETE DE SEGURIDAD PUBLICA,1,"19,759","19,759"
JEFE DE ACCESO A LA INFORMACION DE LA COORDINACION DE GABINETE ECONOMICA,1,"19,759","19,759"
JEFE DE ACCESO A LA INFORMACION DE LA COORDINACION DE GABINETE SOCIAL,1,"19,759","19,759"
JEFE DE ACCESO A LA INFORMACION DE LAS UNIDADES AUXILIARES,1,"22,453","22,453"
JEFE DE ADAPTACION,1,"28,072","28,072"
JEFE DE ADMINISTRACION,1,"50,390","50,390"
JEFE DE ADQUISICIONES,1,"32,286","32,286"
JEFE DE ALMACEN,1,"25,078","25,078"
JEFE DE ALMACEN DE EVIDENCIAS,4,"17,088","17,088"
JEFE DE ANALISIS,1,"28,072","28,072"
JEFE DE ANALISIS DE COMPONENTES,1,"32,286","32,286"
JEFE DE ANALISIS DE INFORMACION,1,"28,072","28,072"
JEFE DE ANALISIS Y EVALUACION DEL GASTO PUBLICO,1,"32,286","32,286"
JEFE DE AREA,1,"35,981","35,981"
JEFE DE AREA B,5,"28,072","28,072"
JEFE DE AREA C,16,"25,078","25,078"
JEFE DE AREA DE ARTES AUDIOVISUALES,1,"25,078","25,078"
JEFE DE AREA DE ATN A CARCELES Y ORG DE ASISTENCIA,1,"32,286","32,286"
JEFE DE AREA DE BIBLIOTECAS,1,"28,072","28,072"
JEFE DE AREA DE CONCILIACION,1,"32,286","32,286"
JEFE DE AREA DE COORDINACION DE TEATRO,1,"25,078","25,078"
JEFE DE AREA DE COORDINACION OPERATIVA,1,"25,078","25,078"
JEFE DE AREA DE CULTURAS POPULARES Y URBANAS,1,"28,072","28,072"
JEFE DE AREA DE DEFENSA DE ADOLECENTES Y NIÑOS,1,"25,078","25,078"
JEFE DE AREA DE DESARROLLO MUNICIPAL,1,"32,286","32,286"
JEFE DE AREA DE ENLACE OPERATIVO,1,"42,130","42,130"
JEFE DE AREA DE ESPACIOS ESCENICOS,1,"25,078","25,078"
JEFE DE AREA DE EVENTOS Y LOGISTICA,1,"28,072","28,072"
JEFE DE AREA DE FESTIVALES Y GRUPOS ARTISTICOS,1,"25,078","25,078"
JEFE DE AREA DE FIDEICOMISO FEFCA,1,"25,078","25,078"
JEFE DE AREA DE FONDOS PARA EL DESARROLLO CULTURAL,1,"28,072","28,072"
JEFE DE AREA DE INDUSTRIAS CULTURALES Y CREATIVAS,1,"28,072","28,072"
JEFE DE AREA DE INFORMATICA,1,"32,286","32,286"
JEFE DE AREA DE LENGUA Y LITERATURA,1,"28,072","28,072"
JEFE DE AREA DE LO CIVIL MERCANTIL Y SEGUNDA INSTANCIA,1,"32,286","32,286"
JEFE DE AREA DE LO CIVIL Y MERCANTIL,1,"32,286","32,286"
JEFE DE AREA DE LO FAMILIAR,1,"32,286","32,286"
JEFE DE AREA DE LO LABORAL BUROCRATICO,1,"32,286","32,286"
JEFE DE AREA DE MULTIDISCIPLINA Y DISEÑO,1,"25,078","25,078"
JEFE DE AREA DE MUSEOS CENTROS CULTURALES Y EXPOSICIONES,1,"28,072","28,072"
JEFE DE AREA DE MUSICA Y ARTE SONORO,1,"25,078","25,078"
JEFE DE AREA DE PATRIMONIO ARTISTICO E HISTORICO,1,"28,072","28,072"
JEFE DE AREA DE PATRIMONIO INTANGIBLE,1,"28,072","28,072"
JEFE DE AREA DE PLANEACION E INFORMACION,1,"28,072","28,072"
JEFE DE AREA DE PRENSA,1,"28,072","28,072"
JEFE DE AREA DE PROCEDIMIENTOS,1,"36,155","36,155"
JEFE DE AREA DE PROCESOS,1,"25,078","25,078"
JEFE DE AREA DE RECURSOS FINANCIEROS,1,"32,286","32,286"
JEFE DE AREA DE RECURSOS FINANCIEROS MATERIALES Y SERVICIOS GENERALES,1,"32,286","32,286"
JEFE DE AREA DE RECURSOS HUMANOS A,1,"32,286","32,286"
JEFE DE AREA DE RECURSOS HUMANOS B,2,"28,072","28,072"
JEFE DE AREA DE RECURSOS MATERIALES,1,"28,072","28,072"
JEFE DE AREA DE REPRESENTACION SOCIAL EN MATERIA FAMILIAR,1,"32,286","32,286"
JEFE DE AREA DE SEGUNDA INSTANCIA Y AMPARO,1,"32,286","32,286"
JEFE DE AREA DE SERVICIOS GENERALES Y RECURSOS MATERIALES,2,"22,453","22,453"
JEFE DE AREA DE TRABAJO SOCIAL,1,"32,286","32,286"
JEFE DE AREA ESCOLAR,1,"25,078","25,078"
JEFE DE AREA JURIDICA,1,"36,155","36,155"
JEFE DE AREA PENAL,1,"32,286","32,286"
JEFE DE AREA SUBSTANCIADORA,1,"25,078","25,078"
JEFE DE ARMONIZACION DEL MARCO NORMATIVO,1,"25,078","25,078"
JEFE DE ASESORIA Y CONSULTA,1,"28,072","28,072"
JEFE DE ASUNTOS INTERNACIONALES,1,"32,286","32,286"
JEFE DE ASUNTOS JURIDICOS,1,"32,286","32,286"
JEFE DE ATENCION A JALISCIENSES EN EL EXTRANJERO,1,"22,453","22,453"
JEFE DE ATENCION A MEDIOS Y MONITOREO,3,"25,078","25,078"
JEFE DE ATENCION A MEDIOS Y MONITOREO A,4,"28,072","28,072"
JEFE DE ATENCION CIUDADANA,1,"25,078","25,078"
JEFE DE BASE DE DATOS,1,"32,286","32,286"
JEFE DE BECAS FONDOS CONCURRENTES,1,"32,286","32,286"
JEFE DE BRIGADA,2,"15,525","15,525"
JEFE DE CAPACITACION Y PROYECTOS ESPECIALES,1,"25,078","25,078"
JEFE DE CERTIFICACIONES,1,"32,286","32,286"
JEFE DE COBERTURA,1,"22,453","22,453"
JEFE DE COBERTURAS Y MONITOREO DIGITAL,1,"19,759","19,759"
JEFE DE COBERTURAS Y MONITOREO DIGITAL C,1,"28,072","28,072"
JEFE DE COMUNICACION DIGITAL,1,"19,759","19,759"
JEFE DE COMUNICACION DIGITAL A,5,"28,072","28,072"
JEFE DE COMUNICACION DIGITAL B,14,"25,078","25,078"
JEFE DE CONCERTACION DE PROGRAMAS NACIONALES E INTERNACIONALES,1,"25,078","25,078"
JEFE DE CONSULTIVO LABORAL,1,"28,072","28,072"
JEFE DE CONSULTIVO Y CONTENCIOSO LABORAL,1,"25,078","25,078"
JEFE DE CONTABILIDAD DEL CEPAJ,1,"19,759","19,759"
JEFE DE CONTENCIOSO,1,"28,072","28,072"
JEFE DE CONTENCIOSO EN MATERIA DE TRANSPARENCIA,1,"28,072","28,072"
JEFE DE CONTENIDOS,16,"25,078","25,078"
JEFE DE CONTENIDOS A,5,"28,072","28,072"
JEFE DE CONTROL ADMINISTRATIVO Y TRANSPARENCIA,1,"22,453","22,453"
JEFE DE CONTROL DE ALMACEN,1,"22,453","22,453"
