plaza,cantidad_plazas,remuneracion_min,remuneracion_max
JEFE DE SECTOR DE EDUCACION PRIMARIA FORANEO. 2DA PLAZA,26,"19,723","25,736"
JEFE DE SELECCION DE PERSONAL Y TRABAJO SOCIAL,1,"17,636","17,636"
JEFE DE SOPORTE TECNICO,1,"19,239","19,239"
JEFE DE U DEPTAL DE ASESORIA FORMACION Y PROYECTOS,1,"19,239","19,239"
JEFE DE U DEPTAL DE AUDITORIA DE FONDOS Y PROG FEDERALES,1,"24,638","24,638"
JEFE DE U DEPTAL DE AUDITORIA INTERNA DE INGR EN LA DEP,1,"24,638","24,638"
JEFE DE U DEPTAL DE NOMINA EDUCACION SUBSIST INTEGRADO,1,"24,638","24,638"
JEFE DE U DEPTAL DE RENDICION DE CTAS Y PARTICIP FEDERALES,1,"24,638","24,638"
JEFE DE U DEPTAL DE SUBSIDIOS PROGRAM ESPEC Y PARTICIP,1,"24,638","24,638"
JEFE DE U DPTAL ATN A ENTES FISCALIZAD DE REC EST CTA PUB,1,"24,638","24,638"
JEFE DE U DPTAL DE ESTADISTICA VALUACION Y CARTOGRAFIA,1,"19,239","19,239"
JEFE DE U. DEPTAL DE RECURSOS MAT. Y SERVICIOS,1,"24,638","24,638"
JEFE DE UNIDAD DE COMPRAS,1,"17,213","17,213"
JEFE DE UNIDAD DEPARTAMENTAL DE AUDITORIAS DIRECTAS I,1,"24,638","24,638"
JEFE DE UNIDAD DEPARTAMENTAL DE AUDITORIAS DIRECTAS II,1,"24,638","24,638"
JEFE DE UNIDAD DEPARTAMENTAL DE CAJA GENERAL,1,"24,638","24,638"
JEFE DE UNIDAD DEPARTAMENTAL DE DEUDORES DEL ERARIO,1,"24,638","24,638"
JEFE DE UNIDAD DEPARTAMENTAL DE GASTO INVERSION PUBLICA,1,"24,638","24,638"
JEFE DE UNIDAD DEPARTAMENTAL DE INFORMATICA,1,"27,098","27,098"
JEFE DE UNIDAD DEPARTAMENTAL DE PROGRAMACION,1,"24,638","24,638"
JEFE DE UNIDAD DEPARTAMENTAL DE SISTEMAS CONTABLES,1,"24,638","24,638"
JEFE DE UNIDAD DEPTAL DE ANALISIS Y EVALUACION PRESUPUESTAL,1,"30,410","30,410"
JEFE DE UNIDAD DEPTAL DE ARCHIVOS DOCUMENTOS AGRARIOS,1,"21,675","21,675"
JEFE DE UNIDAD DEPTAL DE CONCILIACION Y ARBITRAJE,2,"27,098","27,098"
JEFE DE UNIDAD DEPTAL DE CONCILIACIONES BANCARIAS,1,"24,638","24,638"
JEFE DE UNIDAD DEPTAL DE CUENTA PUBLICA E IMPUESTOS,1,"30,410","30,410"
JEFE DE UNIDAD DEPTAL DE DIGITALIZACION Y ARCHIVO,1,"24,638","24,638"
JEFE DE UNIDAD DEPTAL DE GLOSA DE CUENTAS,1,"24,638","24,638"
JEFE DE UNIDAD DEPTAL DE IDENTIF DE MCIA DE PROCED EXTRANJ,1,"24,638","24,638"
JEFE DE UNIDAD DEPTAL DE NOMINA EDUCACION SUBSIST ESTATAL,1,"27,098","27,098"
JEFE DE UNIDAD DEPTAL DE NOMINA RESTO DEL EJECUTIVO,1,"24,638","24,638"
JEFE DE UNIDAD DEPTAL DE POLITICAS Y CONTROL PRESUPUESTAL,1,"30,410","30,410"
JEFE DE UNIDAD DEPTAL DE PRESUPUESTO POR PROGRAMAS,1,"30,410","30,410"
JEFE DE UNIDAD DEPTAL DE REVISION Y CONTROL DOCUMENTAL,1,"24,638","24,638"
JEFE DE UNIDAD DEPTAL DE SEGUIMIENTO Y EVAL PROGR PPTAL,1,"30,410","30,410"
JEFE DE UNIDAD DEPTAL TECNICO DE INTERVENC Y REMATES,1,"21,675","21,675"
JEFE DE UNIDAD DPTAL DE CONTAB Y OPERACION FINANC,1,"27,098","27,098"
JEFE DE VERIFICACION DE CAPTACION DE IMPUESTOS,1,"24,638","24,638"
JEFE DE VINCULACION CON EL SIST NAC DE SEG PUB,1,"21,675","21,675"
JEFE DE VINCULACION DE CEPAJ,1,"19,239","19,239"
JEFE DE ZONA DE SUPERVISION DE EDUCACION INDIGENA.,3,"20,962","20,962"
JEFE DE ZONA DE SUPERVISION DE EDUCACION INDIGENA. 2DA PLAZA,1,"19,723","19,723"
JEFE DEL DEPTO. DE PLANEACIÓN DE TECNOLOGÍAS E INFORMACION,1,"19,532","19,532"
JEFE DEPARTAMENTAL DE INFORMATICA,2,"21,675","21,675"
JEFE DEPTO DE ANALISIS EVALY CTROL DE ING Y APYO MPAL,1,"24,638","24,638"
JEFE DPTO DE INGRESOS DIVERSOS Y FINANCIAMIENTO,1,"19,239","19,239"
JEFE U DEPTAL DE INFORMACION DE ORG PUB DESCENTRALIZADOS,1,"24,638","24,638"
JEFE U DEPTAL DE INGRESOS Y EGRESOS EN DEPEND DEL EJEC,1,"24,638","24,638"
JEFE U DEPTAL DE NORMATIVIDAD Y VINCULACION,1,"19,239","19,239"
JEFE UNIDAD DEPTAL DE MONITOREO Y ATN A MANIFESTACIONES,1,"21,675","21,675"
JEFE UNIDAD DEPTAL DE REC FINANCIEROS Y CONTROL PRESUP,1,"24,638","24,638"
LIDER DE PROYECTO DE INVESTIGACION,7,"19,239","19,239"
LOGISTICO DE EVENTOS,6,"13,992","13,992"
MAESTRA DE JARDIN DE NINOS,3161,"8,043","41,365"
MAESTRA DE JARDIN DE NINOS DE TIEMPO COMPLETO MIXTO TITULADA,2,"15,364","15,364"
MAESTRA DE JARDIN DE NINOS EN EL DISTRITO FEDERAL.,3,"8,043","10,939"
MAESTRA DE JARDIN DE NINOS FORANEA.,7063,"8,043","41,365"
"MAESTRO ""A"" DE MISION CULTURAL",81,"9,793","9,793"
"MAESTRO ""B"" DE MISION CULTURAL",3,"10,239","13,391"
"MAESTRO ""C"" DE MISION CULTURAL",12,"10,917","13,799"
MAESTRO BILINGUE DE EDUCACION PREESCOLAR INDIGENA,75,"8,043","31,701"
MAESTRO BILINGUE DE EDUCACION PRIMARIA DE 3/4 DE TIEMPO EN C,2,"10,617","10,617"
MAESTRO BILINGUE DE EDUCACION PRIMARIA INDIGENA,287,"8,043","31,701"
MAESTRO DE ADIESTRAMIENTO DE PRIMARIA FORANEO.,0,322,322
MAESTRO DE EDUCACION ESPECIAL,2199,"8,388","43,149"
MAESTRO DE EDUCACION ESPECIAL DE 3/4 DE TIEMPO EN CURSO CON,2,"10,978","14,365"
MAESTRO DE EDUCACION PARA JOVENES Y ADULTOS,21,"8,043","8,043"
MAESTRO DE ENSENANZAS ARTISTICAS DE INTERNADO DE PRIMARIA F,0,320,320
MAESTRO DE ESCUELA DE EXPERIMENTACION PEDAGOGICA FORANEO.,41,"8,388","33,710"
MAESTRO DE GRUPO DE PRIMARIA,12844,"8,043","41,365"
MAESTRO DE GRUPO DE PRIMARIA DE 3/4 DE TIEMPO EN CURSO CON F,46,"8,043","13,854"
MAESTRO DE GRUPO DE PRIMARIA DE TIEMPO COMPLETO MIXTO TITULA,4,"15,364","15,364"
MAESTRO DE GRUPO DE PRIMARIA EN EL DISTRITO FEDERAL.,1,"8,043","8,043"
MAESTRO DE GRUPO DE PRIMARIA FORANEO.,19035,"8,043","41,365"
MAESTRO DE PRIMARIA NO TITULADO,147,"7,695","19,349"
MAESTRO DE PRIMARIA NOCTURNA,16,"5,943","8,790"
MAESTRO DE TALLER FORANEO,2,"7,827","7,827"
MAESTRO PSICOLOGO ORIENTADOR PARA EDUCACION ESPECIAL,430,"8,388","33,062"
MAESTRO PSICOLOGO ORIENTADOR PARA EDUCACION ESPECIAL DE 3/4,1,"10,978","10,978"
MAESTRO TEC B,14,"11,016","11,016"
MAESTRO TEC C,25,"11,787","11,787"
MAESTRO TEC. ARTES GRAFIC.,7,"5,722","5,722"
MAESTRO TEC. ARTES Y OFIC.,12,"7,520","7,520"
MAESTRO TÉCNICO,482,"8,084","31,861"
MAESTRO TÉCNICO COORD.,15,"8,438","20,261"
MAGISTRADO,2,"56,094","56,094"
MAGISTRADO PRESIDENTE,1,"70,017","70,017"
MECANICO,13,"12,122","12,122"
MECANICO AEREO,4,"41,315","41,315"
MECANICO AEREO DE FISCALIA,4,"37,358","37,358"
MECANICO DE EQUIPO DE IMPRENTA,1,"15,117","15,117"
MECANICO DE MAQUINARIA PESADA,5,"12,989","12,989"
"MECANOGRAFA ""A""",2,"6,002","6,002"
MEDICO,13,"6,151","15,905"
MEDICO A,6,"11,930","15,905"
MEDICO DEL COEDIS,1,"17,636","17,636"
MEDICO E.I.I.P.,47,"8,084","10,648"
MEDICO ESPECIALISTA A,1,"18,300","18,300"
MEDICO ESPECIALISTA EN MEDICINA DEL TRABAJO,2,"19,239","19,239"
MEDICO GENERAL A,16,"15,984","15,984"
MENSAJERO,9,"8,455","11,271"
MENSAJERO DEL TRIBUNAL,1,"14,705","14,705"
MTRA DE JARDIN DE NINOS DE 3/4 DE TIEMPO EN CURSO CON FORTAL,6,"10,617","13,854"
MTRA. JARD. DE N. NO. T. C.C.,16,"7,695","10,939"
MTRA. JARD. DE NIÑOS NO. T.,18,"7,695","7,695"
MTRO COORD DE GABINETE C,3,"12,506","12,506"
MTRO. DE ADIES. PRIM. 10 H.,467,"4,156","5,562"
MTRO. DE PRIM. NO. T. C.C.,150,"7,695","19,350"
MTRO. DE PRIM. NOCT. 3/4,12,"5,943","5,943"
MTRO. DE PRIM. NOCT. NO. T.,11,"5,874","5,874"
MTRO. ED. ESP. NO. T. C.C.,54,"7,695","25,830"
MUSEOGRAFO,3,"11,337","11,337"
MUSICO A,23,"11,031","11,031"
MUSICO B,15,"10,496","10,496"
NINERA ESPECIALIZADA,16,"7,594","7,594"
NIÑERA,1683,"6,701","7,886"
NIÑERA ESPECIALIZADA,52,"6,701","7,886"
NOTIFICADOR,26,"8,796","11,725"
NOTIFICADOR JURIDICO,20,"13,992","13,992"
OFICIAL DE MANTENIMIENTO MECANICO,2,"7,412","7,412"
OFICIAL DE PARTES,2,"9,091","12,122"
OFICIAL DE REINSERCION SOCIAL,12,"24,858","24,858"
OFICIAL DE SEGURIDAD PUBLICA,21,"18,077","18,077"
"OFICIAL DE SERVICIOS ""A""",27,"6,312","6,312"
OFICIAL DE SERVICIOS B,42,"6,029","6,029"
OFICIAL DE SERVICIOS C,59,"6,029","6,029"
"OFICIAL DE SERVICIOS ESPECIALIZADOS ""A""",3,"7,724","7,724"
OFICIAL DE SERVICIOS Y MANTENIMIENTO,308,"6,636","7,707"
OFICIAL MAYOR DE ED. SEC.,87,"9,444","12,484"
OFICIAL MAYOR DE GOBIERNO,1,"70,017","70,017"
OFICIAL MAYOR NOTIFICADOR,9,"15,905","15,905"
OFICIAL TECNICO EN RADIO Y TELEVISION,2,"7,240","7,240"
OPERADOR DE CABINA,3,"13,992","13,992"
OPERADOR DE ENLACE 066,71,"16,269","16,269"
OPERADOR DE EQUIPO,11,"6,934","6,934"
OPERADOR DE EQUIPO DE COMPUTO,18,"11,031","14,705"
OPERADOR DE EQUIPO DE COMUNICACIONES,1,"6,636","6,636"
OPERADOR DE EQUIPO DE IMPRENTA,11,"11,337","15,117"
OPERADOR DE MAQUINARIA PESADA,39,"14,705","14,705"
"OPERADOR DE MAQUINAS DE REPRODUCCION ""A""",2,"6,999","6,999"
OPERADOR DE TRANSMISION,1,"10,135","10,135"
ORIENTADOR DE COMUNIDAD DE PROMOCION INDIGENA,1,"8,043","8,043"
ORIENTADOR TURISTICO,6,"13,992","13,992"
PAGADOR,4,"14,705","14,705"
PALEOGRAFO,1,"10,496","10,496"
PEDAGOGO E.I.I.P.,48,"8,084","10,648"
PELUQUERO,1,"11,271","11,271"
PEON,8,"11,725","11,725"
PERITO A,406,"15,905","15,905"
PERITO B,12,"11,337","15,117"
PERITO DE FISCALIA,15,"13,559","18,077"
PERITO EN LENGUAS MATERNAS Y CULTURA INDIGENA DE JALISCO,4,"15,905","15,905"
PERITO ITINERANTE,54,"15,905","15,905"
PILOTO,3,"62,664","62,664"
PILOTO DE FISCALIA,5,"62,664","62,664"
PLAZA COMPLEM. INSPEC. GRAL. DE SECTOR JARDIN DE N. FOR. D/T,12,"16,402","17,433"
PLAZA COMPLEM. INSPECTOR ZONA DE ENS. PRIMARIA DOBLE TURNO,156,"13,557","18,941"
PLAZA COMPLEM. JEFE DE SECTOR DE EDUC. PRIMARIA FORANEO D/T,25,"16,402","17,433"
PLAZA COMPLEM. SUPERVISOR DE EDUCACION ESPECIAL FORANEO D/T,16,"15,973","18,941"
PLAZA COMPLEMENTARIA DE INSPECT JARDIN DE N. FORANEO DOBLE T,108,"13,557","18,941"
PLAZA COMPLEMENTARIA INSPECTOR DE SECUNDARIA DT,27,"18,188","26,049"
POLICIA,2157,"14,150","14,150"
POLICIA 1ERO,1,"14,972","14,972"
POLICIA A,226,"16,868","16,868"
POLICIA CUSTODIO,1796,"14,555","14,555"
POLICIA CUSTODIO 1o,49,"18,077","18,077"
POLICIA CUSTODIO 3o,165,"16,269","16,269"
POLICIA ESPECIALIZADO EN INVESTIGACION,10,"18,077","18,077"
POLICIA INVESTIGADOR,38,"27,872","27,872"
POLICIA INVESTIGADOR A,130,"24,858","24,858"
POLICIA INVESTIGADOR B,1192,"18,077","18,077"
POLICIA PRIMERO,37,"16,269","16,269"
POLICIA PRIMERO VIAL,357,"15,375","15,375"
POLICIA PROCESAL,120,"14,555","14,555"
POLICIA SEGUNDO,327,"14,972","14,972"
POLICIA SEGUNDO VIAL,13,"14,972","14,972"
POLICIA TERCERO,245,"14,555","14,555"
POLICIA TERCERO VIAL,483,"14,555","14,555"
POLICIA VIAL,1029,"14,150","14,150"
PRECEPTOR TECNICO,85,"15,117","15,117"
PRECEPTOR TECNICO ESPECIALIZADO,24,"15,905","15,905"
PREFECTO,2,"5,723","5,723"
"PREFECTO ""A""",2,"6,655","6,655"
PREFECTO A FORANEO,383,"8,183","10,681"
PREFECTO B,11,"10,547","10,547"
PREFECTO B FORANEO,315,"8,201","10,704"
PREFECTO C,913,"8,692","11,351"
PREFECTO C EN EL DISTRITO FEDERAL,1,"8,316","8,316"
PREFECTO C FORANEO,115,"8,693","11,351"
PRESIDENTE AUXILIAR,94,"24,638","24,638"
PRESIDENTE DE CONSEJO PATERNAL,1,"30,410","30,410"
PRESIDENTE DE LA JUNTA ESPECIAL,16,"45,490","45,490"
PRESIDENTE DE LA JUNTA LOCAL DE CONCILIACION Y ARBITRAJE,1,"62,664","62,664"
PRESIDENTE DEL CONSEJO DIRECTIVO DEL CECA,1,"24,638","24,638"
PRESIDENTE DEL CONSEJO EST. DE PARTICIPACIÓN EN LA EDUCACIÓN,1,"58,759","58,759"
PROCURADOR AUXILIAR,32,"24,638","24,638"
PROCURADOR DE LA DEFENSA DEL TRABAJO,1,"37,358","37,358"
PROCURADOR ESTATAL DE PROTECCION AL AMBIENTE,1,"70,017","70,017"
PROCURADOR FISCAL DEL ESTADO,1,"74,561","74,561"
PROCURADOR SOCIAL,1,"132,526","132,526"
PROF ENS MUSICAL,449,"6,412","25,631"
PROFESOR A DE ADIESTRAMIENTO TECNICO PARA INDIGENAS FORANE,17,"7,828","7,828"
"PROFESOR ASIGNATURA ""A""",0,352,352
"PROFESOR ASIGNATURA ""A"" (E.S.) DE CAPA- CITACION Y MEJORAMIE",0,352,352
"PROFESOR ASIGNATURA ""B"" (E.S.) DE CAPA- CITACION Y MEJORAMIE",0,400,400
"PROFESOR ASOCIADO ""A"" (E.S.) DE CAPACI- TACION Y MEJORAMIENT",3,"7,191","10,786"
"PROFESOR ASOCIADO ""A"" 1/2 T",22,"7,191","7,191"
"PROFESOR ASOCIADO ""A"" T/C",23,"14,382","14,382"
"PROFESOR ASOCIADO ""B"" (E.S.) DE CAPACI- TACION Y MEJORAMIENT",5,"12,135","16,180"
"PROFESOR ASOCIADO ""B"" T/C",3,"16,180","16,180"
"PROFESOR ASOCIADO ""C"" (E.S.) DE CAPACI- TACION Y MEJORAMIENT",6,"18,202","18,202"
"PROFESOR ASOCIADO ""C"" 1/2 T",11,"9,101","9,101"
"PROFESOR ASOCIADO ""C"" T/C",12,"18,202","18,202"
"PROFESOR ASOSIADO ""B"" 1/2 T",7,"8,090","8,090"
PROFESOR C DE MATERIAS AGROPECUARIAS EN ESCUELA NORMAL DE PR,1,"7,935","7,935"
PROFESOR DE ADIESTRAMIENTO DE ENSENANZA TECNOLOGICA VOCACION,0,404,404
PROFESOR DE ADIESTRAMIENTO DE NORMAL DE PRIMARIA FORANEO,0,404,404
PROFESOR DE ADIESTRAMIENTO DE SECUNDARIA,0,418,"1,649"
PROFESOR DE ADIESTRAMIENTO DE SECUNDARIA FORANEO.,0,418,"1,648"
PROFESOR DE ADIESTRAMIENTO DE SECUNDARIA TECNICA EN EL DISTR,0,404,404
PROFESOR DE ADIESTRAMIENTO DE SECUNDARIA TECNICA FORANEA.,0,404,"1,271"
PROFESOR DE ADIESTRAMIENTO DE SECUNDARIA TECNICA FORANEO T,0,418,"2,151"
PROFESOR DE ADIESTRAMIENTO DE TALLER CON 10 HORAS,69,"4,184","5,689"
"PROFESOR DE ASIGNATURA ""B""",0,400,400
PROFESOR DE CENTRO DE ENSENANZA OCUPACIONAL NOCTURNA FORANEO,1,"3,519","3,519"
PROFESOR DE EDUCACION BASICA PARA ADULTOS NOCTURNA CON FORTA,8,"5,104","5,104"
PROFESOR DE EDUCACION BASICA PARA ADULTOS NOCTURNA FORANEO.,89,"3,938","12,125"
PROFESOR DE EDUCACION FISICA FORANEO,0,404,404
PROFESOR DE ENSENANZA PREPARATORIA FORANEO.,0,418,418
PROFESOR DE ENSENANZA SECUNDARIA,0,418,"1,649"
PROFESOR DE ENSENANZA SECUNDARIA EN EL DISTRITO FEDERAL.,0,418,556
PROFESOR DE ENSENANZA SECUNDARIA FORANEA.,0,418,"1,680"
PROFESOR DE ENSENANZA SECUNDARIA TECNICA EN EL DISTRITO FEDE,0,418,418
PROFESOR DE ENSENANZA SECUNDARIA TECNICA FORANEO.,0,418,"2,151"
"PROFESOR DE ENSENANZA SUPERIOR ASIGNATURA ""A"" FORANEO.",0,352,352
"PROFESOR DE ENSENANZA SUPERIOR ASIGNATURA ""B"" FORANEO.",0,400,400
PROFESOR DE ENSENANZA TECNOLOGICA FORANEO.,0,418,418
PROFESOR DE ENSENANZA VOCACIONAL FORANEO,0,418,418
PROFESOR DE ENSENANZAS ARTISTICAS PARA POSTPRIMARIAS EN EL,0,418,418
PROFESOR DE ENSENANZAS ARTISTICAS PARA POSTPRIMARIAS FORANE,0,410,"1,287"
PROFESOR DE ENSENANZAS DE ADIESTRAMIENTO DE SECUNDARIA EN E,0,404,404
PROFESOR DE ENSENANZAS DE ADIESTRAMIENTO DE SECUNDARIA FORA,0,404,737
PROFESOR DE ENSENANZAS MUSICALES ELEMENTALES PARA JARDIN DE,0,330,603
PROFESOR DE ENSEÑANZA MUSICAL,2,"5,514","5,514"
PROFESOR DE INGLES DE SECUNDARIAS,0,546,546
PROFESOR DE MATERIAS PROFESIONALES DE ENSENANZA NORMAL DE PR,0,418,418
"PROFESOR DE TITULAR ""A"" 1/2 T",9,"10,503","10,503"
PROFESOR INSTRUCTOR DE CAPACITACION PARA Y EN EL TRABAJO,0,418,418
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASIGNATURA ""B""",0,400,400
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""A"" 1",26,"7,191","7,191"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""A"" T",9,"14,382","14,382"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""B"" 1",2,"8,090","8,090"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""B"" 3",1,"12,135","12,135"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""B"" T",9,"16,180","16,180"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""C"" 1",1,"9,101","9,101"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""C"" T",14,"18,202","18,202"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""A"" 1/",1,"10,503","10,503"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""A"" TI",14,"21,007","21,007"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""B"" 1/",1,"12,415","12,415"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""B"" TI",16,"24,830","24,830"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""C"" 1/",1,"14,676","14,676"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""C"" TI",47,"29,352","29,352"
PROFESOR NORMALISTA DE EDUCACION FISICA,0,418,"1,539"
PROFESOR NORMALISTA DE EDUCACION FISICA EN EL DISTRITO FEDE,0,418,725
PROFESOR NORMALISTA DE EDUCACION FISICA FORANEO,0,418,"2,151"
PROFESOR ORIENTADOR DE ENSENANZA SECUNDARIA FORANEA.,0,418,"1,288"
PROFESOR ORIENTADOR PROFESIONAL DE ENSENANZA SUPERIOR FORAN,0,418,569
"PROFESOR TITULAR ""A"" (E.S.) DE CAPACI- TACION Y MEJORAMIENTO",6,"21,007","21,007"
"PROFESOR TITULAR ""A"" T/C",1,"21,007","21,007"
"PROFESOR TITULAR ""B"" (E.S.) DE CAPACI- TACION Y MEJORAMIENTO",13,"12,415","24,830"
"PROFESOR TITULAR ""B"" 1/2 T",6,"12,415","12,415"
"PROFESOR TITULAR ""B"" T/C",5,"24,830","24,830"
"PROFESOR TITULAR ""C"" (E.S.) DE CAPACI- TACION Y MEJORAMIENTO",16,"29,352","29,352"
"PROFESOR TITULAR ""C"" 1/2 T",6,"14,676","14,676"
"PROFESOR TITULAR ""C"" T/C",33,"29,352","29,352"
"PROFR. ASOC. ""A"" DE CAP Y MEJ PROF DEL MAG TIEMPO COMP",2,"14,382","14,382"
"PROFR. INV. DE ENS. SUP. ASOC ""A"" 3/4 TIEMP. FORANEO",3,"10,786","10,786"
PROMOTOR A,9,"15,117","15,117"
PROMOTOR ACT. ART. ELEM. 15/H.,165,"5,387","7,471"
PROMOTOR B,25,"11,031","14,705"
PROMOTOR BILINGUE DE EDUCACION PREESCOLAR INDIGENA,22,"7,770","7,770"
PROMOTOR BILINGUE DE EDUCACION PRIMARIA INDIGENA,76,"7,770","7,770"
PROMOTOR DE COMUNIDAD RURAL TECNICO EN EDUCACION PREESCOLAR,8,"7,770","10,156"
PROMOTOR DE DESARROLLO MUNICIPAL,18,"15,905","15,905"
PROMOTOR DE GESTION REGIONAL,6,"17,636","17,636"
PROMOTOR DE INVERSION,7,"16,102","16,102"
PROMOTOR DE SALUD,39,"7,594","7,594"
PROMOTOR EDUC. FIS. 15/H.,49,"5,257","6,860"
PROMOTOR REGIONAL,16,"15,905","15,905"
PROYECTISTA,15,"11,337","15,117"
PROYECTISTA DE LA JTA DE CONC Y ARBITRAJE,1,"16,102","16,102"
PSICOLOGO,34,"8,417","15,905"
PSICOLOGO CLINICO,39,"13,875","13,875"
PSICOLOGO E.I.I.P.,88,"8,084","10,648"
PUERICULTOR,4,"7,412","7,412"
PUERICULTOR (PARA USO EXCLUSIVO DE PLANTELES),1,"7,412","7,412"
RADIOPERADOR DE SEMAFOROS,3,"15,117","15,117"
RECEPCIONISTA,12,"9,091","12,122"
REDACTOR EDITOR,2,"15,905","15,905"
REGISTRADOR ANALISTA,1,"13,512","13,512"
REGISTRADOR ANALISTA ESPECIALIZADO,247,"11,930","15,905"
REPORTERO,1,"13,512","13,512"
REPORTERO COMUNICACION,5,"15,905","15,905"
REPRESENTANTE DEL GOBERNADOR EN LA CIUDAD DE MEXICO,1,"62,664","62,664"
REPRESENTANTE OBRERO,16,"24,638","24,638"
REPRESENTANTE PATRONAL,16,"24,638","24,638"
RESIDENTE DE ZONA,8,"17,636","17,636"
REVISOR,3,"10,496","10,496"
REVISOR DE TRANSPORTES,8,"10,496","13,992"
REVISOR TIPOGRAFICO,2,"14,705","14,705"
SECRETARIA,1,"7,350","7,350"
"SECRETARIA ""A""",7,"8,541","8,541"
"SECRETARIA ""C""",88,"7,594","7,594"
SECRETARIA AUXILIAR,357,"9,091","12,122"
SECRETARIA DE APOYO,1816,"6,933","7,996"
SECRETARIA DE DIRECCION DE AREA,222,"10,135","13,512"
SECRETARIA DE DIRECCION GENERAL,102,"11,031","14,705"
SECRETARIA DE DIRECCION GENERAL BILINGUE,2,"15,117","15,117"
"SECRETARIA DE DIRECTOR DE PLANTEL ""A""",2,"8,121","8,121"
"SECRETARIA DE JEFE DE DEPARTAMENTO ""A""",19,"6,999","6,999"
SECRETARIA DEL TRIBUNAL,22,"15,905","15,905"
SECRETARIA EJECUTIVA,2,"8,121","8,121"
"SECRETARIA EJECUTIVA ""A""",8,"8,278","9,666"
"SECRETARIA EJECUTIVA ""B""",1,"8,042","8,042"
"SECRETARIA EJECUTIVA ""D""",1,"7,240","7,240"
"SECRETARIA EJECUTIVA ""E""",4,"7,594","7,594"
"SECRETARIA EJECUTIVA ""F""",1,"7,800","7,800"
"SECRETARIA EJECUTIVA ""G""",4,"8,278","8,278"
"SECRETARIA EJECUTIVA ""H""",4,"8,278","8,278"
SECRETARIA PARTICULAR,1,"30,410","30,410"
SECRETARIA PRIVADA,9,"15,905","15,905"
SECRETARIO DE AGENCIA DEL MINISTERIO PUBLICO,451,"16,102","16,102"
SECRETARIO DE AMPAROS,1,"27,098","27,098"
SECRETARIO DE CULTURA,1,"132,526","132,526"
SECRETARIO DE DESARROLLO E INTEGRACION SOCIAL,1,"132,526","132,526"
SECRETARIO DE DESARROLLO ECONOMICO,1,"132,526","132,526"
SECRETARIO DE DESARROLLO RURAL,1,"132,526","132,526"
SECRETARIO DE EDUCACION,1,"124,618","124,618"
SECRETARIO DE ESTUDIO Y CUENTA,14,"27,098","27,098"
SECRETARIO DE INFRAESTRUCTURA Y OBRA PUBLICA,1,"132,526","132,526"
SECRETARIO DE INNOVACION CIENCIA Y TECNOLOGIA,1,"132,526","132,526"
SECRETARIO DE JUNTA ESPECIAL,24,"27,098","27,098"
SECRETARIO DE LA POLICIA INVESTIGADORA,1,"14,555","14,555"
SECRETARIO DE MOVILIDAD,1,"132,526","132,526"
SECRETARIO DE PLANEACION ADMINISTRACION Y FINANZAS,1,"132,526","132,526"
SECRETARIO DE PROCEDIMIENTOS Y NEGOCIACION COLECTIVA,1,"27,098","27,098"
SECRETARIO DE PROFESIONES,1,"19,239","19,239"
SECRETARIO DE SALUD,1,"132,526","132,526"
SECRETARIO DE TRABAJO Y PREVISION SOCIAL,1,"132,526","132,526"
SECRETARIO DE TURISMO,1,"132,526","132,526"
SECRETARIO DEL CONSEJO DIRECTIVO DEL CECA,1,"15,905","15,905"
SECRETARIO DEL MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,1,"132,526","132,526"
SECRETARIO EJECUTIVO DEL COEDIS,1,"33,687","33,687"
SECRETARIO EJECUTOR,1,"27,098","27,098"
SECRETARIO GENERAL DE GOBIERNO,1,"155,103","155,103"
SECRETARIO GENERAL DEL TRIBUNAL,5,"45,490","45,490"
SECRETARIO PARTICULAR,5,"37,358","42,280"
SECRETARIO PARTICULAR ADJUNTO DE UNIDAD ADMVAS DE APOYO,1,"70,017","70,017"
SECRETARIO PARTICULAR DE ADMINISTRACION,1,"37,358","37,358"
SECRETARIO PARTICULAR DE CULTURA,1,"37,358","37,358"
SECRETARIO PARTICULAR DE DESARROLLO E INTEGRACION SOCIAL,1,"37,358","37,358"
SECRETARIO PARTICULAR DE DIGPRES,1,"24,638","24,638"
